recall,precision
0.49953488,1.00000000
0.50000000,1.00000000
0.50046598,1.00000000
0.50093284,1.00000000
0.50140056,1.00000000
0.50186916,1.00000000
0.50233863,1.00000000
0.50280899,1.00000000
0.50328022,1.00000000
0.50375235,1.00000000
0.50422535,1.00000000
0.50517404,1.00000000
0.50564972,1.00000000
0.50612630,1.00000000
0.50708215,1.00000000
0.50756144,1.00000000
0.50804163,1.00000000
0.50852273,1.00000000
0.50900474,1.00000000
0.50997151,1.00000000
0.51045627,1.00000000
0.51094196,1.00000000
0.51142857,1.00000000
0.51191611,1.00000000
0.51240458,1.00000000
0.51289398,1.00000000
0.51338432,1.00000000
0.51387560,1.00000000
0.51436782,1.00000000
0.51535509,1.00000000
0.51585014,1.00000000
0.51634615,1.00000000
0.51684312,1.00000000
0.51734104,1.00000000
0.51783992,1.00000000
0.51833977,1.00000000
0.51884058,1.00000000
0.51934236,1.00000000
0.51984511,1.00000000
0.52034884,1.00000000
0.52085354,1.00000000
0.52135922,1.00000000
0.52186589,1.00000000
0.52237354,1.00000000
0.52288218,1.00000000
0.52339181,1.00000000
0.52390244,1.00000000
0.52441406,1.00000000
0.52492669,1.00000000
0.52544031,1.00000000
0.52595495,1.00000000
0.52647059,1.00000000
0.52698724,1.00000000
0.52750491,1.00000000
0.52802360,1.00000000
0.52854331,1.00000000
0.52906404,1.00000000
0.52958580,1.00000000
0.53010859,1.00000000
0.53063241,1.00000000
0.53168317,1.00000000
0.53221011,1.00000000
0.53273810,1.00000000
0.53326713,1.00000000
0.53379722,1.00000000
0.53432836,1.00000000
0.53539382,1.00000000
0.53592814,1.00000000
0.53646354,1.00000000
0.53700000,1.00000000
0.53753754,1.00000000
0.53807615,1.00000000
0.53861585,1.00000000
0.53915663,1.00000000
0.53969849,1.00000000
0.54024145,1.00000000
0.54133065,1.00000000
0.54187689,1.00000000
0.54242424,1.00000000
0.54297270,1.00000000
0.54352227,1.00000000
0.54407295,1.00000000
0.54462475,1.00000000
0.54517766,1.00000000
0.54573171,1.00000000
0.54628688,1.00000000
0.54684318,1.00000000
0.54638124,0.99813780
0.54693878,0.99813780
0.54749745,0.99813780
0.54805726,0.99813780
0.54861822,0.99813780
0.54918033,0.99813780
0.54974359,0.99813780
0.55030801,0.99813780
0.55087359,0.99813780
0.55144033,0.99813780
0.55200824,0.99813780
0.55257732,0.99813780
0.55314757,0.99813780
0.55371901,0.99813780
0.55429162,0.99813780
0.55486542,0.99813780
0.55544041,0.99813780
0.55601660,0.99813780
0.55717256,0.99813780
0.55833333,0.99813780
0.55891554,0.99813780
0.55949896,0.99813780
0.56008359,0.99813780
0.56066946,0.99813780
0.56125654,0.99813780
0.56184486,0.99813780
0.56243442,0.99813780
0.56302521,0.99813780
0.56361725,0.99813780
0.56421053,0.99813780
0.56480506,0.99813780
0.56540084,0.99813780
0.56599789,0.99813780
0.56659619,0.99813780
0.56719577,0.99813780
0.56779661,0.99813780
0.56900212,0.99813780
0.56960680,0.99813780
0.57021277,0.99813780
0.57082002,0.99813780
0.57142857,0.99813780
0.57097118,0.99627561
0.57219251,0.99627561
0.57280514,0.99627561
0.57341908,0.99627561
0.57296137,0.99441341
0.57357680,0.99441341
0.57419355,0.99441341
0.57481163,0.99441341
0.57543103,0.99441341
0.57667387,0.99441341
0.57729730,0.99441341
0.57792208,0.99441341
0.57854821,0.99441341
0.57917570,0.99441341
0.58043478,0.99441341
0.57997824,0.99255121
0.58061002,0.99255121
0.58124318,0.99255121
0.58187773,0.99255121
0.58251366,0.99255121
0.58315098,0.99255121
0.58378970,0.99255121
0.58442982,0.99255121
0.58507135,0.99255121
0.58571429,0.99255121
0.58635864,0.99255121
0.58700441,0.99255121
0.58765160,0.99255121
0.58895028,0.99255121
0.58960177,0.99255121
0.59025471,0.99255121
0.59090909,0.99255121
0.59156493,0.99255121
0.59222222,0.99255121
0.59288098,0.99255121
0.59486607,0.99255121
0.59553073,0.99255121
0.59619687,0.99255121
0.59686450,0.99255121
0.59753363,0.99255121
0.59887640,0.99255121
0.59955006,0.99255121
0.60022523,0.99255121
0.60090192,0.99255121
0.60158014,0.99255121
0.60294118,0.99255121
0.60249151,0.99068901
0.60204082,0.98882682
0.60272418,0.98882682
0.60340909,0.98882682
0.60409556,0.98882682
0.60478360,0.98882682
0.60547320,0.98882682
0.60616438,0.98882682
0.60685714,0.98882682
0.60755149,0.98882682
0.60824742,0.98882682
0.60894495,0.98882682
0.60964409,0.98882682
0.61034483,0.98882682
0.61104718,0.98882682
0.61175115,0.98882682
0.61245675,0.98882682
0.61316397,0.98882682
0.61387283,0.98882682
0.61458333,0.98882682
0.61529548,0.98882682
0.61600928,0.98882682
0.61672474,0.98882682
0.61744186,0.98882682
0.61816065,0.98882682
0.61888112,0.98882682
0.61960327,0.98882682
0.61915888,0.98696462
0.61988304,0.98696462
0.62060890,0.98696462
0.62133646,0.98696462
0.62206573,0.98696462
0.62279671,0.98696462
0.62352941,0.98696462
0.62426384,0.98696462
0.62500000,0.98696462
0.62573790,0.98696462
0.62647754,0.98696462
0.62721893,0.98696462
0.62796209,0.98696462
0.62870700,0.98696462
0.62945368,0.98696462
0.63020214,0.98696462
0.63095238,0.98696462
0.63170441,0.98696462
0.63245823,0.98696462
0.63321386,0.98696462
0.63397129,0.98696462
0.63473054,0.98696462
0.63549161,0.98696462
0.63625450,0.98696462
0.63701923,0.98696462
0.63778580,0.98696462
0.63855422,0.98696462
0.63932449,0.98696462
0.64009662,0.98696462
0.64087062,0.98696462
0.64164649,0.98696462
0.64242424,0.98696462
0.64320388,0.98696462
0.64398542,0.98696462
0.64476886,0.98696462
0.64555420,0.98696462
0.64634146,0.98696462
0.64713065,0.98696462
0.64792176,0.98696462
0.64871481,0.98696462
0.64950980,0.98696462
0.65030675,0.98696462
0.65110565,0.98696462
0.65190652,0.98696462
0.65270936,0.98696462
0.65351418,0.98696462
0.65432099,0.98696462
0.65512979,0.98696462
0.65594059,0.98696462
0.65675341,0.98696462
0.65756824,0.98696462
0.65838509,0.98696462
0.65796020,0.98510242
0.65877958,0.98510242
0.65960100,0.98510242
0.66042447,0.98510242
0.66125000,0.98510242
0.66207760,0.98510242
0.66165414,0.98324022
0.66248432,0.98324022
0.66331658,0.98324022
0.66415094,0.98324022
0.66498741,0.98324022
0.66582598,0.98324022
0.66666667,0.98324022
0.66750948,0.98324022
0.66835443,0.98324022
0.66920152,0.98324022
0.66878173,0.98137803
0.66963151,0.98137803
0.67048346,0.98137803
0.67006369,0.97951583
0.66964286,0.97765363
0.66922095,0.97579143
0.67007673,0.97579143
0.67093470,0.97579143
0.67051282,0.97392924
0.67008986,0.97206704
0.66966581,0.97020484
0.66924067,0.96834264
0.67010309,0.96834264
0.66967742,0.96648045
0.66925065,0.96461825
0.66882277,0.96275605
0.66839378,0.96089385
0.66926070,0.96089385
0.66883117,0.95903166
0.66970091,0.95903166
0.67057292,0.95903166
0.67144720,0.95903166
0.67232376,0.95903166
0.67320261,0.95903166
0.67408377,0.95903166
0.67365662,0.95716946
0.67454068,0.95716946
0.67542707,0.95716946
0.67631579,0.95716946
0.67720685,0.95716946
0.67810026,0.95716946
0.67899604,0.95716946
0.67989418,0.95716946
0.68079470,0.95716946
0.68169761,0.95716946
0.68260292,0.95716946
0.68351064,0.95716946
0.68442077,0.95716946
0.68533333,0.95716946
0.68491322,0.95530726
0.68582888,0.95530726
