fpr,tpr
0.00000000,0.00000000
0.00000000,0.00950570
0.00000000,0.12737643
0.00190840,0.12737643
0.00190840,0.22243346
0.00381679,0.22243346
0.00381679,0.25285171
0.00572519,0.25285171
0.00572519,0.26425856
0.00763359,0.26425856
0.00763359,0.38973384
0.00954198,0.38973384
0.00954198,0.44106464
0.01145038,0.44106464
0.01145038,0.44296578
0.01335878,0.44296578
0.01335878,0.46197719
0.01526718,0.46197719
0.01526718,0.46768061
0.01717557,0.46768061
0.01717557,0.50000000
0.01908397,0.50000000
0.01908397,0.51901141
0.02099237,0.51901141
0.02099237,0.52851711
0.02671756,0.52851711
0.02671756,0.53041825
0.02862595,0.53041825
0.02862595,0.55513308
0.03244275,0.55513308
0.03244275,0.56653992
0.03816794,0.56653992
0.03816794,0.57794677
0.03816794,0.58174905
0.03816794,0.58555133
0.04007634,0.58555133
0.04007634,0.58935361
0.04198473,0.58935361
0.04198473,0.59885932
0.04389313,0.59885932
0.04389313,0.60266160
0.04580153,0.60266160
0.04580153,0.61026616
0.04770992,0.61026616
0.04770992,0.61787072
0.04961832,0.61787072
0.04961832,0.64448669
0.05152672,0.64448669
0.05152672,0.65399240
0.05343511,0.65399240
0.05343511,0.67300380
0.05534351,0.67300380
0.05534351,0.67490494
0.05725191,0.67490494
0.05725191,0.68060837
0.05916031,0.68060837
0.05916031,0.68441065
0.05916031,0.68821293
0.06106870,0.68821293
0.06106870,0.69201521
0.06297710,0.69201521
0.06297710,0.69581749
0.06488550,0.69581749
0.06488550,0.70152091
0.07061069,0.70152091
0.07061069,0.71292776
0.07251908,0.71292776
0.07251908,0.71863118
0.07442748,0.71863118
0.07442748,0.72053232
0.07633588,0.72053232
0.07633588,0.72243346
0.07824427,0.72243346
0.07824427,0.73003802
0.08015267,0.73003802
0.08015267,0.73574144
0.08206107,0.73574144
0.08206107,0.73764259
0.08587786,0.73764259
0.08587786,0.74904943
0.08969466,0.74904943
0.08969466,0.75475285
0.09160305,0.75475285
0.09160305,0.76045627
0.09541985,0.76045627
0.09541985,0.76425856
0.09732824,0.76425856
0.09732824,0.77186312
0.10305344,0.77186312
0.10305344,0.77756654
0.10496183,0.77756654
0.10496183,0.77946768
0.10687023,0.77946768
0.10687023,0.78326996
0.11259542,0.78326996
0.11259542,0.78517110
0.11259542,0.78897338
0.11450382,0.78897338
0.11450382,0.79467681
0.11641221,0.79467681
0.11641221,0.79657795
0.12404580,0.79657795
0.12404580,0.80038023
0.12786260,0.80038023
0.13167939,0.80038023
0.13549618,0.80038023
0.13549618,0.80418251
0.14312977,0.80418251
0.14312977,0.80608365
0.14503817,0.80608365
0.14503817,0.81178707
0.14694656,0.81178707
0.14694656,0.81368821
0.14885496,0.81368821
0.14885496,0.81558935
0.15076336,0.81558935
0.15076336,0.81749049
0.15458015,0.81749049
0.15458015,0.82319392
0.15648855,0.82319392
0.15648855,0.82889734
0.15839695,0.82889734
0.15839695,0.83269962
0.16603053,0.83269962
0.16603053,0.83840304
0.16984733,0.83840304
0.16984733,0.84030418
0.17366412,0.84030418
0.17366412,0.84410646
0.17557252,0.84410646
0.17557252,0.84790875
0.17938931,0.84790875
0.17938931,0.85171103
0.18320611,0.85171103
0.18320611,0.85551331
0.18702290,0.85551331
0.18702290,0.85741445
0.18893130,0.85741445
0.18893130,0.85931559
0.19083969,0.85931559
0.19083969,0.86121673
0.19274809,0.86121673
0.19274809,0.86501901
0.20229008,0.86501901
0.20229008,0.86882129
0.20992366,0.86882129
0.20992366,0.87072243
0.21946565,0.87072243
0.21946565,0.87452471
0.22137405,0.87452471
0.22137405,0.87642586
0.22328244,0.87642586
0.22328244,0.87832700
0.23854962,0.87832700
0.23854962,0.88022814
0.24045802,0.88022814
0.24045802,0.88212928
0.24618321,0.88212928
0.24618321,0.88593156
0.25381679,0.88593156
0.25381679,0.88973384
0.25763359,0.88973384
0.25763359,0.89163498
0.26145038,0.89163498
0.26145038,0.89353612
0.26335878,0.89353612
0.26335878,0.89543726
0.27099237,0.89543726
0.27099237,0.90684411
0.27480916,0.90684411
0.27480916,0.91064639
0.28816794,0.91064639
0.28816794,0.91254753
0.29007634,0.91254753
0.29007634,0.91444867
0.29198473,0.91444867
0.29198473,0.91634981
0.29389313,0.91634981
0.29389313,0.92205323
0.29580153,0.92205323
0.29580153,0.92395437
0.30152672,0.92395437
0.30152672,0.92585551
0.30916031,0.92585551
0.30916031,0.92775665
0.31297710,0.92775665
0.31297710,0.92965779
0.31679389,0.92965779
0.31679389,0.93155894
0.31870229,0.93155894
0.31870229,0.93346008
0.32824427,0.93346008
0.32824427,0.93726236
0.33969466,0.93726236
0.33969466,0.93916350
0.34732824,0.93916350
0.34732824,0.94486692
0.35687023,0.94486692
0.35687023,0.94676806
0.36259542,0.94676806
0.36259542,0.94866920
0.37213740,0.94866920
0.37213740,0.95247148
0.37404580,0.95247148
0.37404580,0.95437262
0.38167939,0.95437262
0.38167939,0.95627376
0.38549618,0.95627376
0.38549618,0.95817490
0.39694656,0.95817490
0.39694656,0.96007605
0.39885496,0.96007605
0.39885496,0.96387833
0.40839695,0.96387833
0.40839695,0.96577947
0.42366412,0.96577947
0.42366412,0.96768061
0.42748092,0.96768061
0.42748092,0.97148289
0.43129771,0.97148289
0.43129771,0.97338403
0.43511450,0.97338403
0.43511450,0.97528517
0.46183206,0.97528517
0.46183206,0.97718631
0.47709924,0.97718631
0.47709924,0.97908745
0.48473282,0.97908745
0.48473282,0.98098859
0.50190840,0.98098859
0.50190840,0.98288973
0.50381679,0.98288973
0.50381679,0.98479087
0.57061069,0.98479087
0.57061069,0.98669202
0.60496183,0.98669202
0.60496183,0.98859316
0.62022901,0.98859316
0.62022901,0.99049430
0.64312977,0.99049430
0.64312977,0.99239544
0.64694656,0.99239544
0.64694656,0.99429658
0.69274809,0.99429658
0.69274809,0.99619772
0.70229008,0.99619772
0.70229008,0.99809886
0.72519084,0.99809886
0.72900763,0.99809886
0.75000000,0.99809886
0.75381679,0.99809886
0.77480916,0.99809886
0.77480916,1.00000000
0.82633588,1.00000000
0.83015267,1.00000000
0.83206107,1.00000000
0.83587786,1.00000000
0.84732824,1.00000000
0.85114504,1.00000000
0.86832061,1.00000000
0.87213740,1.00000000
0.90839695,1.00000000
0.91603053,1.00000000
0.92557252,1.00000000
0.92938931,1.00000000
1.00000000,1.00000000
