fpr,tpr
0.00000000,0.00000000
0.00000000,0.00190840
0.00000000,0.16221374
0.00190114,0.16221374
0.00190114,0.16603053
0.00380228,0.16603053
0.00380228,0.22900763
0.00570342,0.22900763
0.00570342,0.27480916
0.00760456,0.27480916
0.00760456,0.37404580
0.00950570,0.37404580
0.00950570,0.38931298
0.01140684,0.38931298
0.01140684,0.40267176
0.01330798,0.40267176
0.01330798,0.45419847
0.01520913,0.45419847
0.01520913,0.49236641
0.01711027,0.49236641
0.01711027,0.51908397
0.02091255,0.51908397
0.02091255,0.54770992
0.02281369,0.54770992
0.02281369,0.55152672
0.02471483,0.55152672
0.02471483,0.56488550
0.02851711,0.56488550
0.02851711,0.56679389
0.03041825,0.56679389
0.03041825,0.58015267
0.03231939,0.58015267
0.03231939,0.58206107
0.03422053,0.58206107
0.03422053,0.58587786
0.03992395,0.58587786
0.03992395,0.58778626
0.04182510,0.58778626
0.04182510,0.59541985
0.04372624,0.59541985
0.04372624,0.60305344
0.04562738,0.60305344
0.04562738,0.61068702
0.04752852,0.61068702
0.04752852,0.62213740
0.04942966,0.62213740
0.04942966,0.62404580
0.05133080,0.62404580
0.05133080,0.64122137
0.05513308,0.64122137
0.05513308,0.65648855
0.05893536,0.65648855
0.05893536,0.66030534
0.06463878,0.66030534
0.06463878,0.66221374
0.06653992,0.66221374
0.06653992,0.67175573
0.06844106,0.67175573
0.06844106,0.67366412
0.07034221,0.67366412
0.07034221,0.67938931
0.07224335,0.67938931
0.07224335,0.68511450
0.07604563,0.68511450
0.07604563,0.69465649
0.07794677,0.69465649
0.07794677,0.70419847
0.07984791,0.70419847
0.07984791,0.71183206
0.08174905,0.71183206
0.08174905,0.71946565
0.09505703,0.71946565
0.09505703,0.72900763
0.10076046,0.72900763
0.10076046,0.73091603
0.10646388,0.73091603
0.10646388,0.74809160
0.10646388,0.75190840
0.10836502,0.75190840
0.10836502,0.75381679
0.11406844,0.75381679
0.11406844,0.76526718
0.11787072,0.76526718
0.11787072,0.77099237
0.11977186,0.77099237
0.11977186,0.77290076
0.12167300,0.77290076
0.12167300,0.77671756
0.12357414,0.77671756
0.12357414,0.78625954
0.12927757,0.78625954
0.12927757,0.79007634
0.13117871,0.79007634
0.13117871,0.79389313
0.13307985,0.79389313
0.13307985,0.79770992
0.13878327,0.79770992
0.13878327,0.79961832
0.14258555,0.79961832
0.14258555,0.81488550
0.14448669,0.81488550
0.14448669,0.82061069
0.15779468,0.82061069
0.15779468,0.82442748
0.15969582,0.82442748
0.15969582,0.82633588
0.16159696,0.82633588
0.16159696,0.82824427
0.16539924,0.82824427
0.16539924,0.83015267
0.18821293,0.83015267
0.18821293,0.83206107
0.19771863,0.83206107
0.19771863,0.83396947
0.20342205,0.83396947
0.20342205,0.83778626
0.21292776,0.83778626
0.21292776,0.83969466
0.21482890,0.83969466
0.21482890,0.84160305
0.22813688,0.84160305
0.22813688,0.84351145
0.23954373,0.84351145
0.23954373,0.84732824
0.24334601,0.84732824
0.24334601,0.85114504
0.24524715,0.85114504
0.24524715,0.85496183
0.24714829,0.85496183
0.24714829,0.85687023
0.25095057,0.85687023
0.25095057,0.85877863
0.25475285,0.85877863
0.25475285,0.86068702
0.25665399,0.86068702
0.25665399,0.86641221
0.25855513,0.86641221
0.25855513,0.86832061
0.26045627,0.86832061
0.26045627,0.87022901
0.26235741,0.87022901
0.26235741,0.87213740
0.26806084,0.87213740
0.26806084,0.87404580
0.27186312,0.87404580
0.27186312,0.87595420
0.27946768,0.87595420
0.27946768,0.88931298
0.28517110,0.88931298
0.28517110,0.89122137
0.29467681,0.89122137
0.29467681,0.89885496
0.29657795,0.89885496
0.29657795,0.90458015
0.30228137,0.90458015
0.30228137,0.90648855
0.31558935,0.90648855
0.31558935,0.90839695
0.32889734,0.90839695
0.32889734,0.91030534
0.33269962,0.91030534
0.33269962,0.91221374
0.33650190,0.91221374
0.33650190,0.91412214
0.34030418,0.91412214
0.34030418,0.91984733
0.34220532,0.91984733
0.34220532,0.92175573
0.34790875,0.92175573
0.34790875,0.92366412
0.35551331,0.92366412
0.35551331,0.92938931
0.35741445,0.92938931
0.35741445,0.93320611
0.36311787,0.93320611
0.36311787,0.93511450
0.37452471,0.93511450
0.37452471,0.93702290
0.38212928,0.93702290
0.38212928,0.94274809
0.38593156,0.94274809
0.38593156,0.94465649
0.38783270,0.94465649
0.38783270,0.94656489
0.41064639,0.94656489
0.41064639,0.95038168
0.41825095,0.95038168
0.41825095,0.95419847
0.42205323,0.95419847
0.42205323,0.95610687
0.43155894,0.95610687
0.43155894,0.95801527
0.43536122,0.95801527
0.43536122,0.95992366
0.44866920,0.95992366
0.44866920,0.96183206
0.45057034,0.96183206
0.45057034,0.96374046
0.46958175,0.96374046
0.46958175,0.96564885
0.47148289,0.96564885
0.47148289,0.96755725
0.48479087,0.96755725
0.48479087,0.97137405
0.48859316,0.97137405
0.48859316,0.97328244
0.49619772,0.97328244
0.49619772,0.97519084
0.50190114,0.97519084
0.50190114,0.97709924
0.51330798,0.97709924
0.51330798,0.97900763
0.51711027,0.97900763
0.51711027,0.98091603
0.53041825,0.98091603
0.53422053,0.98091603
0.55323194,0.98091603
0.55323194,0.98473282
0.55703422,0.98473282
0.55703422,0.98664122
0.55893536,0.98664122
0.55893536,0.98854962
0.56083650,0.98854962
0.56083650,0.99045802
0.62927757,0.99045802
0.62927757,0.99236641
0.66920152,0.99236641
0.67300380,0.99236641
0.71292776,0.99236641
0.71673004,0.99236641
0.74524715,0.99236641
0.74524715,0.99427481
0.75285171,0.99427481
0.75665399,0.99427481
0.75855513,0.99427481
0.76235741,0.99427481
0.77756654,0.99427481
0.78136882,0.99427481
0.78707224,0.99427481
0.79277567,0.99427481
0.82889734,0.99427481
0.83269962,0.99427481
0.83650190,0.99427481
0.84030418,0.99427481
0.85361217,0.99427481
0.85741445,0.99427481
0.86311787,0.99427481
0.86692015,0.99427481
0.87072243,0.99427481
0.87832700,0.99427481
0.90494297,0.99427481
0.91064639,0.99427481
0.91634981,0.99427481
0.92015209,0.99427481
0.92965779,0.99427481
0.93346008,0.99427481
0.96007605,0.99427481
0.96387833,0.99427481
0.98859316,0.99427481
0.98859316,0.99809160
0.98859316,1.00000000
1.00000000,1.00000000
