fpr,tpr
0.00000000,0.00000000
0.00000000,0.00190840
0.00190114,0.00190840
0.00190114,0.31106870
0.00380228,0.31106870
0.00380228,0.32633588
0.00570342,0.32633588
0.00570342,0.35305344
0.00760456,0.35305344
0.00760456,0.36068702
0.00950570,0.36068702
0.00950570,0.43511450
0.01140684,0.43511450
0.01140684,0.44083969
0.01520913,0.44083969
0.01520913,0.47709924
0.01711027,0.47709924
0.01711027,0.48473282
0.01901141,0.48473282
0.01901141,0.49809160
0.02091255,0.49809160
0.02091255,0.51145038
0.02281369,0.51145038
0.02281369,0.52099237
0.02471483,0.52099237
0.02471483,0.53625954
0.02661597,0.53625954
0.02661597,0.54961832
0.02851711,0.54961832
0.02851711,0.55152672
0.03041825,0.55152672
0.03041825,0.56297710
0.03231939,0.56297710
0.03231939,0.57442748
0.03422053,0.57442748
0.03422053,0.58587786
0.03612167,0.58587786
0.03612167,0.60496183
0.03802281,0.60496183
0.03802281,0.62022901
0.03992395,0.62022901
0.03992395,0.62404580
0.04182510,0.62404580
0.04182510,0.63549618
0.04372624,0.63549618
0.04372624,0.63931298
0.04562738,0.63931298
0.04562738,0.64312977
0.04752852,0.64312977
0.04752852,0.64503817
0.04942966,0.64503817
0.04942966,0.64694656
0.05133080,0.64694656
0.05133080,0.65648855
0.05323194,0.65648855
0.05323194,0.65839695
0.05703422,0.65839695
0.05703422,0.66221374
0.05893536,0.66221374
0.05893536,0.66412214
0.06273764,0.66412214
0.06273764,0.66984733
0.06844106,0.66984733
0.06844106,0.67175573
0.07034221,0.67175573
0.07034221,0.67557252
0.07224335,0.67557252
0.07224335,0.68320611
0.07414449,0.68320611
0.07414449,0.68511450
0.07604563,0.68511450
0.07604563,0.68893130
0.08174905,0.68893130
0.08174905,0.69083969
0.08365019,0.69656489
0.08745247,0.69656489
0.08745247,0.70229008
0.08935361,0.70229008
0.08935361,0.71564885
0.09125475,0.71564885
0.09125475,0.72137405
0.09315589,0.72137405
0.09315589,0.72709924
0.09695817,0.72709924
0.09695817,0.73854962
0.09885932,0.73854962
0.09885932,0.75190840
0.10076046,0.75190840
0.10076046,0.76717557
0.10266160,0.76717557
0.10266160,0.76908397
0.10456274,0.76908397
0.10456274,0.77480916
0.10646388,0.77480916
0.10646388,0.78053435
0.11026616,0.78053435
0.11026616,0.78244275
0.11216730,0.78244275
0.11216730,0.78435115
0.11596958,0.78435115
0.11596958,0.79007634
0.11787072,0.79007634
0.11787072,0.79770992
0.11977186,0.79770992
0.11977186,0.80152672
0.12167300,0.80152672
0.12167300,0.80534351
0.12737643,0.80534351
0.12737643,0.81106870
0.13498099,0.81106870
0.13498099,0.81488550
0.13878327,0.81488550
0.13878327,0.81870229
0.14068441,0.81870229
0.14068441,0.82061069
0.14448669,0.82061069
0.14448669,0.82251908
0.14638783,0.82251908
0.14638783,0.82824427
0.14828897,0.82824427
0.14828897,0.83396947
0.15019011,0.83396947
0.15019011,0.83587786
0.15399240,0.83587786
0.15399240,0.84541985
0.15589354,0.84541985
0.15589354,0.84732824
0.16349810,0.84732824
0.16349810,0.84923664
0.16730038,0.84923664
0.16730038,0.85114504
0.17110266,0.85114504
0.17110266,0.85877863
0.17490494,0.85877863
0.17490494,0.86068702
0.17870722,0.86068702
0.17870722,0.86259542
0.18250951,0.86259542
0.18250951,0.86641221
0.18441065,0.86641221
0.18441065,0.87213740
0.18441065,0.87404580
0.19011407,0.87404580
0.19011407,0.87595420
0.20342205,0.87595420
0.20342205,0.87786260
0.20912548,0.87786260
0.20912548,0.87977099
0.21292776,0.87977099
0.21292776,0.88931298
0.21673004,0.88931298
0.21673004,0.89312977
0.22243346,0.89312977
0.22243346,0.89885496
0.22623574,0.89885496
0.22623574,0.90076336
0.23384030,0.90076336
0.23384030,0.90267176
0.24144487,0.90267176
0.24144487,0.90458015
0.24904943,0.90458015
0.24904943,0.90839695
0.25665399,0.90839695
0.25665399,0.91221374
0.26615970,0.91221374
0.26615970,0.91412214
0.27376426,0.91412214
0.27376426,0.91793893
0.27566540,0.91793893
0.27566540,0.91984733
0.28326996,0.91984733
0.28326996,0.92175573
0.28707224,0.92175573
0.28707224,0.92557252
0.29467681,0.92557252
0.29467681,0.92938931
0.30038023,0.92938931
0.30038023,0.93320611
0.30228137,0.93320611
0.30228137,0.93511450
0.30418251,0.93511450
0.30418251,0.93702290
0.31558935,0.93702290
0.31558935,0.94274809
0.31749049,0.94274809
0.31749049,0.94465649
0.32319392,0.94465649
0.32319392,0.94656489
0.33650190,0.94656489
0.33650190,0.94847328
0.34030418,0.94847328
0.34030418,0.95038168
0.34600760,0.95038168
0.34600760,0.95229008
0.34980989,0.95229008
0.34980989,0.95419847
0.35741445,0.95419847
0.35741445,0.95610687
0.36501901,0.95610687
0.36501901,0.95992366
0.38403042,0.95992366
0.38403042,0.96374046
0.38973384,0.96374046
0.38973384,0.96564885
0.41634981,0.96564885
0.41634981,0.96755725
0.41825095,0.96755725
0.41825095,0.96946565
0.43726236,0.96946565
0.43726236,0.97137405
0.44486692,0.97137405
0.44486692,0.97328244
0.45057034,0.97328244
0.45057034,0.97519084
0.45817490,0.97519084
0.45817490,0.97709924
0.46197719,0.97709924
0.46197719,0.98091603
0.48669202,0.98091603
0.48669202,0.98282443
0.49049430,0.98282443
0.49049430,0.98473282
0.49429658,0.98473282
0.49429658,0.98664122
0.49619772,0.98664122
0.49619772,0.98854962
0.50000000,0.98854962
0.50380228,0.98854962
0.50380228,0.99045802
0.50950570,0.99045802
0.50950570,0.99236641
0.51140684,0.99236641
0.51140684,0.99427481
0.52281369,0.99427481
0.52661597,0.99427481
0.57034221,0.99427481
0.57034221,0.99618321
0.59695817,0.99618321
0.59695817,1.00000000
0.67300380,1.00000000
0.67680608,1.00000000
0.68060837,1.00000000
0.68441065,1.00000000
0.70912548,1.00000000
0.71292776,1.00000000
0.72053232,1.00000000
0.72433460,1.00000000
0.72813688,1.00000000
0.73384030,1.00000000
0.73954373,1.00000000
0.74714829,1.00000000
0.75285171,1.00000000
0.75665399,1.00000000
0.79087452,1.00000000
0.79467681,1.00000000
0.81558935,1.00000000
0.81939163,1.00000000
0.82319392,1.00000000
0.82699620,1.00000000
0.89923954,1.00000000
0.90304183,1.00000000
0.95057034,1.00000000
0.95437262,1.00000000
1.00000000,1.00000000
