fpr,tpr
0.00000000,0.00000000
0.00000000,0.00190114
0.00000000,0.03992395
0.00000000,0.04372624
0.00000000,0.21102662
0.00190840,0.21102662
0.00190840,0.30798479
0.00381679,0.30798479
0.00381679,0.33079848
0.00572519,0.33079848
0.00572519,0.35361217
0.00763359,0.35361217
0.00763359,0.40874525
0.00763359,0.41254753
0.00763359,0.42395437
0.00954198,0.42395437
0.00954198,0.43726236
0.01335878,0.43726236
0.01335878,0.44106464
0.01526718,0.44106464
0.01526718,0.44676806
0.01717557,0.44676806
0.01717557,0.47148289
0.01717557,0.47528517
0.01717557,0.48098859
0.01717557,0.48479087
0.01717557,0.53802281
0.01908397,0.53802281
0.01908397,0.53992395
0.02099237,0.53992395
0.02099237,0.56083650
0.02290076,0.56083650
0.02290076,0.56273764
0.02480916,0.56273764
0.02480916,0.58365019
0.02671756,0.58365019
0.02671756,0.58745247
0.02862595,0.58745247
0.02862595,0.60456274
0.03053435,0.60456274
0.03053435,0.61216730
0.03244275,0.61216730
0.03244275,0.61787072
0.03816794,0.61787072
0.03816794,0.62357414
0.04007634,0.62357414
0.04007634,0.63117871
0.04389313,0.63117871
0.04389313,0.64258555
0.04580153,0.64258555
0.04580153,0.64828897
0.04770992,0.64828897
0.04770992,0.65209125
0.04961832,0.65209125
0.04961832,0.65589354
0.05343511,0.65589354
0.05343511,0.66159696
0.05534351,0.66159696
0.05534351,0.67300380
0.05916031,0.67300380
0.05916031,0.68250951
0.06106870,0.68250951
0.06106870,0.69201521
0.06870229,0.69201521
0.06870229,0.69391635
0.07251908,0.69391635
0.07251908,0.69961977
0.07442748,0.69961977
0.07442748,0.71482890
0.07633588,0.71482890
0.07633588,0.72053232
0.07824427,0.72053232
0.07824427,0.72433460
0.08206107,0.72433460
0.08206107,0.72813688
0.08587786,0.72813688
0.08587786,0.73193916
0.08587786,0.73574144
0.08587786,0.73954373
0.09732824,0.73954373
0.09732824,0.74334601
0.09923664,0.74334601
0.09923664,0.74524715
0.10114504,0.74524715
0.10114504,0.75285171
0.10305344,0.75285171
0.10305344,0.75475285
0.10687023,0.75475285
0.10687023,0.75855513
0.12404580,0.75855513
0.12404580,0.76615970
0.12786260,0.76615970
0.12786260,0.76996198
0.13167939,0.76996198
0.13167939,0.77566540
0.13358779,0.77566540
0.13358779,0.78136882
0.13740458,0.78136882
0.13740458,0.78326996
0.13931298,0.78326996
0.13931298,0.78517110
0.14312977,0.78517110
0.14312977,0.78707224
0.14503817,0.78707224
0.14503817,0.78897338
0.14694656,0.78897338
0.14694656,0.79087452
0.14885496,0.79087452
0.14885496,0.79277567
0.16030534,0.79277567
0.16030534,0.79467681
0.16412214,0.79467681
0.16412214,0.79847909
0.16603053,0.79847909
0.16603053,0.80038023
0.16603053,0.80418251
0.16603053,0.80608365
0.16984733,0.80608365
0.16984733,0.80798479
0.17175573,0.80798479
0.17175573,0.80988593
0.17557252,0.80988593
0.17557252,0.81368821
0.17557252,0.81749049
0.17938931,0.81749049
0.17938931,0.82319392
0.18129771,0.82319392
0.18129771,0.82509506
0.18320611,0.82509506
0.18320611,0.83079848
0.18893130,0.83079848
0.18893130,0.83269962
0.19083969,0.83269962
0.19083969,0.83840304
0.19465649,0.83840304
0.19465649,0.84600760
0.19847328,0.84600760
0.19847328,0.84790875
0.20038168,0.84790875
0.20038168,0.84980989
0.20229008,0.84980989
0.20229008,0.85171103
0.20610687,0.85171103
0.20610687,0.85361217
0.21183206,0.85361217
0.21183206,0.85551331
0.21755725,0.85551331
0.21755725,0.85931559
0.21946565,0.85931559
0.21946565,0.86311787
0.22137405,0.86311787
0.22137405,0.86501901
0.22709924,0.86501901
0.22709924,0.87072243
0.23282443,0.87072243
0.23282443,0.87262357
0.23664122,0.87262357
0.23664122,0.87642586
0.24045802,0.87642586
0.24045802,0.88022814
0.24427481,0.88022814
0.24427481,0.88212928
0.24618321,0.88212928
0.24618321,0.88403042
0.25381679,0.88403042
0.25381679,0.89163498
0.25572519,0.89163498
0.25572519,0.89733840
0.27480916,0.89733840
0.27480916,0.89923954
0.28053435,0.89923954
0.28053435,0.90114068
0.28244275,0.90114068
0.28244275,0.90304183
0.28435115,0.90304183
0.28435115,0.90494297
0.28625954,0.90494297
0.28625954,0.90684411
0.29198473,0.90684411
0.29198473,0.90874525
0.29770992,0.90874525
0.29770992,0.91064639
0.30725191,0.91064639
0.30725191,0.91444867
0.31488550,0.91444867
0.31488550,0.91634981
0.31870229,0.91634981
0.31870229,0.91825095
0.32061069,0.91825095
0.32061069,0.92015209
0.32251908,0.92015209
0.32251908,0.92395437
0.32442748,0.92395437
0.32442748,0.92585551
0.33587786,0.92585551
0.33587786,0.92775665
0.33778626,0.92775665
0.33778626,0.92965779
0.34351145,0.92965779
0.34351145,0.93155894
0.34541985,0.93155894
0.34541985,0.93346008
0.35305344,0.93346008
0.35305344,0.93536122
0.35687023,0.93536122
0.35687023,0.93726236
0.35877863,0.93726236
0.35877863,0.93916350
0.36641221,0.93916350
0.36641221,0.94106464
0.36832061,0.94106464
0.36832061,0.94296578
0.37022901,0.94296578
0.37022901,0.94486692
0.37595420,0.94486692
0.37595420,0.94676806
0.39122137,0.94676806
0.39122137,0.94866920
0.39694656,0.94866920
0.39694656,0.95057034
0.40458015,0.95057034
0.40458015,0.95247148
0.41030534,0.95247148
0.41030534,0.95437262
0.41793893,0.95437262
0.41793893,0.95627376
0.41984733,0.95627376
0.41984733,0.95817490
0.42175573,0.95817490
0.42175573,0.96197719
0.43320611,0.96197719
0.43320611,0.96387833
0.44656489,0.96387833
0.44656489,0.96577947
0.47519084,0.96577947
0.47519084,0.96768061
0.48282443,0.96768061
0.48282443,0.96958175
0.48854962,0.96958175
0.48854962,0.97148289
0.50381679,0.97148289
0.50381679,0.97338403
0.51526718,0.97338403
0.51526718,0.97528517
0.53816794,0.97528517
0.53816794,0.97718631
0.55916031,0.97718631
0.55916031,0.98098859
0.57633588,0.98098859
0.57633588,0.98288973
0.61068702,0.98288973
0.61068702,0.98859316
0.61450382,0.98859316
0.61450382,0.99049430
0.61641221,0.99049430
0.61641221,0.99239544
0.62022901,0.99239544
0.62404580,0.99239544
0.62595420,0.99239544
0.62977099,0.99239544
0.63167939,0.99239544
0.63167939,0.99429658
0.63549618,0.99429658
0.63549618,0.99809886
0.65458015,0.99809886
0.65839695,0.99809886
0.69274809,0.99809886
0.70419847,0.99809886
0.76145038,0.99809886
0.76526718,0.99809886
0.77290076,0.99809886
0.77671756,0.99809886
0.81297710,0.99809886
0.81679389,0.99809886
0.82061069,0.99809886
0.82824427,0.99809886
0.84351145,0.99809886
0.84732824,0.99809886
0.85687023,0.99809886
0.86068702,0.99809886
0.87404580,0.99809886
0.88167939,0.99809886
0.88549618,0.99809886
0.88931298,0.99809886
0.93129771,0.99809886
0.93511450,0.99809886
0.97900763,0.99809886
0.98282443,0.99809886
1.00000000,0.99809886
1.00000000,1.00000000
