fpr,tpr
0.00000000,0.00000000
0.00000000,0.00190840
0.00000000,0.00954198
0.00190114,0.00954198
0.00190114,0.02671756
0.00380228,0.02671756
0.00380228,0.18320611
0.00570342,0.18320611
0.00570342,0.18702290
0.00570342,0.48091603
0.00950570,0.48091603
0.00950570,0.51335878
0.01901141,0.51335878
0.01901141,0.52290076
0.02091255,0.52290076
0.02091255,0.52480916
0.02281369,0.52480916
0.02281369,0.53244275
0.02471483,0.53244275
0.02471483,0.53435115
0.02661597,0.53435115
0.02661597,0.53625954
0.02851711,0.53625954
0.02851711,0.54389313
0.03041825,0.54389313
0.03041825,0.55534351
0.03231939,0.55534351
0.03231939,0.56679389
0.03422053,0.56679389
0.03422053,0.57061069
0.03612167,0.57061069
0.03612167,0.57633588
0.03992395,0.57633588
0.03992395,0.58015267
0.04182510,0.58015267
0.04182510,0.58778626
0.04372624,0.58778626
0.04372624,0.59351145
0.04562738,0.59351145
0.04562738,0.59923664
0.04752852,0.59923664
0.04752852,0.60114504
0.04942966,0.60114504
0.04942966,0.60305344
0.05133080,0.60305344
0.05133080,0.61450382
0.05323194,0.61450382
0.05323194,0.61832061
0.05513308,0.61832061
0.05513308,0.62595420
0.05893536,0.62595420
0.05893536,0.63358779
0.06083650,0.63358779
0.06083650,0.64694656
0.06273764,0.64694656
0.06273764,0.65267176
0.06463878,0.65267176
0.06463878,0.65458015
0.06653992,0.65458015
0.06653992,0.66221374
0.07224335,0.66221374
0.07224335,0.66412214
0.07414449,0.66412214
0.07414449,0.66603053
0.07604563,0.66603053
0.07604563,0.66984733
0.07794677,0.66984733
0.07794677,0.67175573
0.07984791,0.67175573
0.07984791,0.67748092
0.08365019,0.67748092
0.08365019,0.68320611
0.08555133,0.68320611
0.08555133,0.70038168
0.08935361,0.70038168
0.08935361,0.70229008
0.09125475,0.70229008
0.09125475,0.71183206
0.09505703,0.71183206
0.09505703,0.71564885
0.09695817,0.71564885
0.09695817,0.72137405
0.09885932,0.72137405
0.09885932,0.72709924
0.10266160,0.72709924
0.10266160,0.73091603
0.10456274,0.73091603
0.10456274,0.73282443
0.10646388,0.73282443
0.10646388,0.73664122
0.11026616,0.73664122
0.11026616,0.74618321
0.11216730,0.74618321
0.11216730,0.74809160
0.11406844,0.74809160
0.11406844,0.75572519
0.11596958,0.75572519
0.11596958,0.75954198
0.11787072,0.75954198
0.11787072,0.76145038
0.11977186,0.76145038
0.11977186,0.76335878
0.12167300,0.76335878
0.12167300,0.76526718
0.12357414,0.76526718
0.12357414,0.76717557
0.12547529,0.76717557
0.12547529,0.76908397
0.12737643,0.76908397
0.12737643,0.77671756
0.12927757,0.77671756
0.12927757,0.78244275
0.13307985,0.78244275
0.13307985,0.78816794
0.13498099,0.78816794
0.13498099,0.79007634
0.13878327,0.79007634
0.13878327,0.79770992
0.14448669,0.79770992
0.14448669,0.79961832
0.15589354,0.79961832
0.15589354,0.80152672
0.15779468,0.80152672
0.15779468,0.80343511
0.15969582,0.80343511
0.15969582,0.81679389
0.16730038,0.81679389
0.16730038,0.82061069
0.16920152,0.82061069
0.16920152,0.82251908
0.17490494,0.82251908
0.17490494,0.82633588
0.17680608,0.82633588
0.17680608,0.83015267
0.17870722,0.83015267
0.17870722,0.83587786
0.18631179,0.83587786
0.18631179,0.83778626
0.19011407,0.83778626
0.19011407,0.83969466
0.20152091,0.83969466
0.20532319,0.84160305
0.20532319,0.84351145
0.21292776,0.84351145
0.21292776,0.84541985
0.21673004,0.84541985
0.21673004,0.84732824
0.23003802,0.84732824
0.23003802,0.85305344
0.23193916,0.85305344
0.23193916,0.85687023
0.24144487,0.85687023
0.24144487,0.85877863
0.24334601,0.85877863
0.24334601,0.86641221
0.24524715,0.86641221
0.24524715,0.86832061
0.25095057,0.86832061
0.25095057,0.87022901
0.25475285,0.87022901
0.25475285,0.87213740
0.26045627,0.87213740
0.26045627,0.87404580
0.26235741,0.87404580
0.26235741,0.87595420
0.26615970,0.87595420
0.26615970,0.87786260
0.26806084,0.87786260
0.26806084,0.88167939
0.26996198,0.88167939
0.26996198,0.88358779
0.27566540,0.88358779
0.27566540,0.88549618
0.27756654,0.88549618
0.27756654,0.88931298
0.28136882,0.88931298
0.28136882,0.89122137
0.29467681,0.89122137
0.29467681,0.89312977
0.29657795,0.89312977
0.29657795,0.89503817
0.30038023,0.89503817
0.30038023,0.89885496
0.30228137,0.89885496
0.30228137,0.90267176
0.30608365,0.90267176
0.30608365,0.90458015
0.30798479,0.90458015
0.30798479,0.90648855
0.30988593,0.90648855
0.30988593,0.90839695
0.31749049,0.90839695
0.31749049,0.91412214
0.31939163,0.91412214
0.31939163,0.91793893
0.32699620,0.91793893
0.32699620,0.91984733
0.33079848,0.91984733
0.33079848,0.92366412
0.33269962,0.92366412
0.33269962,0.92557252
0.33650190,0.92557252
0.33650190,0.92748092
0.33840304,0.92748092
0.33840304,0.93129771
0.34410646,0.93129771
0.34410646,0.93320611
0.34980989,0.93320611
0.34980989,0.93511450
0.35361217,0.93511450
0.35361217,0.93702290
0.35741445,0.93702290
0.35741445,0.93893130
0.36311787,0.93893130
0.36311787,0.94083969
0.36501901,0.94083969
0.36501901,0.94274809
0.36692015,0.94274809
0.36692015,0.94656489
0.36882129,0.94656489
0.36882129,0.94847328
0.39543726,0.94847328
0.39543726,0.95038168
0.40304183,0.95038168
0.40304183,0.95229008
0.40684411,0.95229008
0.40684411,0.95419847
0.40874525,0.95419847
0.40874525,0.95610687
0.41825095,0.95610687
0.41825095,0.95801527
0.42205323,0.95801527
0.42205323,0.95992366
0.43155894,0.95992366
0.43155894,0.96183206
0.43726236,0.96183206
0.43726236,0.96374046
0.44676806,0.96374046
0.44676806,0.96755725
0.46197719,0.96755725
0.46197719,0.96946565
0.48098859,0.96946565
0.48098859,0.97137405
0.48669202,0.97137405
0.48669202,0.97328244
0.49049430,0.97328244
0.49049430,0.97709924
0.49619772,0.97709924
0.49619772,0.97900763
0.52851711,0.97900763
0.52851711,0.98091603
0.57414449,0.98091603
0.57414449,0.98282443
0.57984791,0.98282443
0.57984791,0.98473282
0.59885932,0.98473282
0.59885932,0.98664122
0.60266160,0.98664122
0.60266160,0.98854962
0.65969582,0.98854962
0.65969582,0.99045802
0.67680608,0.99045802
0.67680608,0.99236641
0.68250951,0.99236641
0.68250951,0.99427481
0.68441065,0.99427481
0.68441065,0.99618321
0.68821293,0.99618321
0.68821293,0.99809160
0.69011407,0.99809160
0.69011407,1.00000000
0.71102662,1.00000000
0.71482890,1.00000000
0.73954373,1.00000000
0.74334601,1.00000000
0.74904943,1.00000000
0.75285171,1.00000000
0.82699620,1.00000000
0.83079848,1.00000000
0.84410646,1.00000000
0.84790875,1.00000000
0.85361217,1.00000000
0.85741445,1.00000000
0.88212928,1.00000000
0.88783270,1.00000000
0.90874525,1.00000000
0.91254753,1.00000000
0.93536122,1.00000000
0.93916350,1.00000000
0.94486692,1.00000000
0.94866920,1.00000000
0.95057034,1.00000000
0.95627376,1.00000000
1.00000000,1.00000000
