fpr,tpr
0.00000000,0.00000000
0.00380228,0.00572519
0.00380228,0.13740458
0.00570342,0.13740458
0.00570342,0.21564885
0.00760456,0.21564885
0.00760456,0.26145038
0.00950570,0.26145038
0.00950570,0.30725191
0.01140684,0.30725191
0.01140684,0.36068702
0.01330798,0.36068702
0.01330798,0.37786260
0.01520913,0.37786260
0.01520913,0.38358779
0.01901141,0.38358779
0.01901141,0.39122137
0.02091255,0.39122137
0.02091255,0.42938931
0.02281369,0.42938931
0.02281369,0.43511450
0.02661597,0.43511450
0.02661597,0.44274809
0.02851711,0.44274809
0.02851711,0.46755725
0.03041825,0.46755725
0.03041825,0.47709924
0.03231939,0.47709924
0.03231939,0.50190840
0.03422053,0.50190840
0.03422053,0.50381679
0.03612167,0.50381679
0.03612167,0.52671756
0.03802281,0.52671756
0.03802281,0.53435115
0.03992395,0.53435115
0.03992395,0.54198473
0.04182510,0.54198473
0.04182510,0.55152672
0.04372624,0.55152672
0.04372624,0.55534351
0.04562738,0.55534351
0.04562738,0.57251908
0.04942966,0.57251908
0.04942966,0.57442748
0.05133080,0.57442748
0.05133080,0.58587786
0.05323194,0.58587786
0.05323194,0.58778626
0.05703422,0.58778626
0.05703422,0.58969466
0.05893536,0.58969466
0.05893536,0.59160305
0.06273764,0.59160305
0.06273764,0.59732824
0.06463878,0.59732824
0.06463878,0.59923664
0.06653992,0.59923664
0.06653992,0.60305344
0.06844106,0.60305344
0.06844106,0.61259542
0.07224335,0.61259542
0.07224335,0.61832061
0.07414449,0.61832061
0.07414449,0.62022901
0.07604563,0.62022901
0.07604563,0.62213740
0.07604563,0.62595420
0.07794677,0.62595420
0.07794677,0.62977099
0.07984791,0.62977099
0.07984791,0.63167939
0.08174905,0.63167939
0.08174905,0.63358779
0.08555133,0.63358779
0.08555133,0.64503817
0.08745247,0.64503817
0.08745247,0.65648855
0.08935361,0.65648855
0.08935361,0.66221374
0.09125475,0.66221374
0.09125475,0.66984733
0.09315589,0.66984733
0.09315589,0.68511450
0.09505703,0.68511450
0.09505703,0.70038168
0.09695817,0.70038168
0.09695817,0.70610687
0.10076046,0.70610687
0.10076046,0.70801527
0.10266160,0.70801527
0.10266160,0.71183206
0.10456274,0.71183206
0.10456274,0.71755725
0.10646388,0.71755725
0.10646388,0.72137405
0.11026616,0.72137405
0.11406844,0.72137405
0.11406844,0.72328244
0.11977186,0.72328244
0.11977186,0.72709924
0.12357414,0.72709924
0.12357414,0.73091603
0.12357414,0.74236641
0.12547529,0.74236641
0.12547529,0.75000000
0.12737643,0.75000000
0.12737643,0.75572519
0.13307985,0.75572519
0.13307985,0.76145038
0.13498099,0.76145038
0.13498099,0.76526718
0.14638783,0.76526718
0.14638783,0.76908397
0.15019011,0.76908397
0.15019011,0.77290076
0.15779468,0.77290076
0.15779468,0.77480916
0.15969582,0.77480916
0.15969582,0.77862595
0.16349810,0.77862595
0.16349810,0.78244275
0.17490494,0.78244275
0.17490494,0.78435115
0.17680608,0.78435115
0.17680608,0.79007634
0.18250951,0.79007634
0.18250951,0.79198473
0.18441065,0.79198473
0.18441065,0.79770992
0.18821293,0.79770992
0.18821293,0.80152672
0.19011407,0.80152672
0.19011407,0.80343511
0.20152091,0.80343511
0.20152091,0.80534351
0.20342205,0.80534351
0.20342205,0.80725191
0.20722433,0.80725191
0.20722433,0.80916031
0.21292776,0.80916031
0.21292776,0.81106870
0.21482890,0.81106870
0.21482890,0.81488550
0.22243346,0.81488550
0.22243346,0.82061069
0.23003802,0.82061069
0.23003802,0.82251908
0.23193916,0.82251908
0.23193916,0.82442748
0.23574144,0.82442748
0.23574144,0.82633588
0.23954373,0.82633588
0.23954373,0.82824427
0.24334601,0.82824427
0.24334601,0.83015267
0.24524715,0.83015267
0.24524715,0.83396947
0.25855513,0.83396947
0.25855513,0.83587786
0.26045627,0.83587786
0.26045627,0.83778626
0.26235741,0.83778626
0.26235741,0.83969466
0.26806084,0.83969466
0.26806084,0.84160305
0.27756654,0.84160305
0.27756654,0.84351145
0.29467681,0.84351145
0.29467681,0.84541985
0.29657795,0.84541985
0.29657795,0.84732824
0.29847909,0.84732824
0.29847909,0.85114504
0.30608365,0.85114504
0.30608365,0.86068702
0.30988593,0.86068702
0.30988593,0.86259542
0.31939163,0.86259542
0.31939163,0.86450382
0.32129278,0.86450382
0.32129278,0.86641221
0.33079848,0.86641221
0.33079848,0.87404580
0.33079848,0.87786260
0.33460076,0.87786260
0.33460076,0.87977099
0.34600760,0.87977099
0.34600760,0.88167939
0.35171103,0.88167939
0.35171103,0.88358779
0.35551331,0.88358779
0.35551331,0.88549618
0.35931559,0.88549618
0.35931559,0.88740458
0.36121673,0.88740458
0.36121673,0.88931298
0.38593156,0.88931298
0.38593156,0.89122137
0.39353612,0.89122137
0.39353612,0.89312977
0.40304183,0.89312977
0.40304183,0.89503817
0.40494297,0.89503817
0.40494297,0.89885496
0.42775665,0.89885496
0.42775665,0.90267176
0.42965779,0.90267176
0.42965779,0.90839695
0.44296578,0.90839695
0.44296578,0.91030534
0.44676806,0.91030534
0.44676806,0.91221374
0.45057034,0.91221374
0.45057034,0.91412214
0.45627376,0.91412214
0.45627376,0.91603053
0.46768061,0.91603053
0.46768061,0.91793893
0.47528517,0.91793893
0.47528517,0.91984733
0.48288973,0.91984733
0.48288973,0.92175573
0.49049430,0.92175573
0.49049430,0.92557252
0.49619772,0.92557252
0.49619772,0.92938931
0.52281369,0.92938931
0.52281369,0.93129771
0.53041825,0.93129771
0.53041825,0.93320611
0.54182510,0.93320611
0.54182510,0.93511450
0.54942966,0.93511450
0.54942966,0.93893130
0.55323194,0.93893130
0.55323194,0.94274809
0.55513308,0.94274809
0.55513308,0.94465649
0.57224335,0.94465649
0.57224335,0.94656489
0.59315589,0.94656489
0.59315589,0.94847328
0.59695817,0.94847328
0.59695817,0.95038168
0.59695817,0.95419847
0.60076046,0.95419847
0.60076046,0.95801527
0.60836502,0.95801527
0.60836502,0.95992366
0.61406844,0.95992366
0.61406844,0.96564885
0.62357414,0.96564885
0.62357414,0.96755725
0.62547529,0.96755725
0.62547529,0.96946565
0.62737643,0.96946565
0.62737643,0.97328244
0.63498099,0.97328244
0.63498099,0.97519084
0.66539924,0.97519084
0.66539924,0.98091603
0.67110266,0.98091603
0.67110266,0.98282443
0.67110266,0.98664122
0.67300380,0.98664122
0.67300380,0.98854962
0.67490494,0.98854962
0.67490494,0.99045802
0.67870722,0.99045802
0.67870722,0.99809160
0.67870722,1.00000000
0.70342205,1.00000000
0.70912548,1.00000000
0.71673004,1.00000000
0.72053232,1.00000000
0.78326996,1.00000000
0.78707224,1.00000000
0.79847909,1.00000000
0.80228137,1.00000000
0.83650190,1.00000000
0.84030418,1.00000000
0.90874525,1.00000000
0.91254753,1.00000000
0.95437262,1.00000000
0.96577947,1.00000000
0.97718631,1.00000000
0.98288973,1.00000000
1.00000000,1.00000000
